"422","IPR036927","Cytochrome c oxidase-like, subunit I  superfamily"
"422","IPR006860","FecR protein"
"421","IPR023299","P-type ATPase, cytoplasmic domain N"
"417","IPR002941","DNA methylase N-4/N-6"
"415","IPR001048","Aspartate/glutamate/uridylate kinase"
"414","IPR003356","DNA methylase, adenine-specific"
"414","IPR002559","Transposase, IS4-like"
"413","IPR036812","NADP-dependent oxidoreductase domain superfamily"
"413","IPR036526","Carbon-nitrogen hydrolase superfamily"
"413","IPR009014","Transketolase C-terminal/Pyruvate-ferredoxin oxidoreductase domain II"
"413","IPR001482","Type II/IV secretion system protein"
"413","IPR000089","Biotin/lipoyl attachment"
"412","IPR004090","Chemotaxis methyl-accepting receptor"
"410","IPR000277","Cys/Met metabolism, pyridoxal phosphate-dependent enzyme"
"409","IPR036162","Resolvase-like, N-terminal catalytic domain superfamily"
"409","IPR003838","ABC transporter permease protein domain"
"405","IPR006119","Resolvase, N-terminal catalytic domain"
"404","IPR039562","Membrane fusion protein, biotin-lipoyl like domain"
"403","IPR005479","Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain"
"402","IPR013767","PAS fold"
"398","IPR002942","RNA-binding S4 domain"
"397","IPR024079","Metallopeptidase, catalytic domain superfamily"
"397","IPR002300","Aminoacyl-tRNA synthetase, class Ia"
"396","IPR011659","WD40-like Beta Propeller"
"395","IPR003029","S1 domain"
"393","IPR023210","NADP-dependent oxidoreductase domain"
"393","IPR020617","Thiolase, C-terminal"
"391","IPR000788","Ribonucleotide reductase large subunit, C-terminal"
"389","IPR025857","MacB-like periplasmic core domain"
"388","IPR017900","4Fe-4S ferredoxin, iron-sulphur binding, conserved site"
"387","IPR006153","Cation/H+ exchanger"
"387","IPR003953","FAD-dependent oxidoreductase 2, FAD binding domain"
"386","IPR016047","Peptidase M23"
"385","IPR007492","LytTR DNA-binding domain"
"384","IPR014030","Beta-ketoacyl synthase, N-terminal"
"382","IPR034739","UvrD/AddA helicase, N-terminal"
"382","IPR002781","Transmembrane protein TauE-like"
"382","IPR002123","Phospholipid/glycerol acyltransferase"
"380","IPR003018","GAF domain"
"379","IPR014748","Enoyl-CoA hydratase, C-terminal"
"378","IPR006439","HAD hydrolase, subfamily IA"
"376","IPR014718","Glycoside hydrolase-type carbohydrate-binding"
"376","IPR000719","Protein kinase domain"
"375","IPR026341","Gliding motility-associated, C-terminal domain"
"374","IPR008972","Cupredoxin"
"373","IPR028081","Leucine-binding protein domain"
"370","IPR007694","DNA helicase, DnaB-like, C-terminal"
"369","IPR036663","Fumarylacetoacetase-like, C-terminal domain superfamily"
"368","IPR000914","Solute-binding protein family 5 domain"
"365","IPR038377","Sodium/glucose symporter superfamily"
"364","IPR036736","ACP-like superfamily"
"364","IPR005475","Transketolase-like, pyrimidine-binding domain"
"364","IPR001041","2Fe-2S ferredoxin-type iron-sulfur binding domain"
"364","IPR000601","PKD domain"
"363","IPR036779","LysM domain superfamily"
"362","IPR003010","Carbon-nitrogen hydrolase"
"361","IPR001347","Sugar isomerase (SIS)"
"359","IPR013520","Exonuclease, RNase T/DNA polymerase III"
"358","IPR023213","Chloramphenicol acetyltransferase-like domain superfamily"
"358","IPR000551","MerR-type HTH domain"
"356","IPR015927","Peptidase S24/S26A/S26B/S26C"
"353","IPR014017","UvrD-like DNA helicase, C-terminal"
"351","IPR007863","Peptidase M16, C-terminal"
"351","IPR000883","Cytochrome c oxidase subunit I"
"350","IPR036922","Rieske [2Fe-2S] iron-sulphur domain superfamily"
"350","IPR000683","Oxidoreductase, N-terminal"
"348","IPR038718","SNF2-like, N-terminal domain superfamily"
"348","IPR001179","FKBP-type peptidyl-prolyl cis-trans isomerase domain"
"347","IPR023198","Phosphoglycolate phosphatase-like, domain 2"
"347","IPR006656","Molybdopterin oxidoreductase"
"345","IPR001098","DNA-directed DNA polymerase, family A, palm domain"
"343","IPR036869","Chaperone J-domain superfamily"
"343","IPR012318","Crp-type HTH domain"
"342","IPR036849","Enolase-like, C-terminal domain superfamily"
"342","IPR023996","TonB-dependent outer membrane protein, SusC/RagA"
"342","IPR013780","Glycosyl hydrolase, all-beta"
"341","IPR011650","Peptidase M20, dimerisation domain"
"341","IPR004107","Integrase, SAM-like, N-terminal"
"339","IPR023296","Glycosyl hydrolase, five-bladed beta-propellor domain superfamily"
"339","IPR004101","Mur ligase, C-terminal"
"338","IPR025669","AAA domain"
"338","IPR002938","FAD-binding domain"
"338","IPR002514","Transposase IS3/IS911family"
"338","IPR001537","tRNA/rRNA methyltransferase, SpoU type"
"337","IPR018392","LysM domain"
"337","IPR011611","Carbohydrate kinase PfkB"
"336","IPR036676","PurM-like, C-terminal domain superfamily"
"330","IPR011005","Dihydropteroate synthase-like"
"330","IPR000415","Nitroreductase-like"
"326","IPR001433","Oxidoreductase FAD/NAD(P)-binding"
"325","IPR010559","Signal transduction histidine kinase, internal region"
"325","IPR004821","Cytidyltransferase-like domain"
"325","IPR003115","ParB/Sulfiredoxin"
"325","IPR000653","DegT/DnrJ/EryC1/StrS aminotransferase"
"324","IPR010992","Integration host factor (IHF)-like DNA-binding domain superfamily"
"324","IPR009081","Phosphopantetheine binding ACP domain"
"323","IPR035901","GIY-YIG endonuclease superfamily"
"322","IPR011856","tRNA endonuclease-like domain superfamily"
"321","IPR013126","Heat shock protein 70 family"
"320","IPR006140","D-isomer specific 2-hydroxyacid dehydrogenase, NAD-binding domain"
"318","IPR022742","Serine aminopeptidase, S33"
"318","IPR009006","Alanine racemase/group IV decarboxylase, C-terminal"
"318","IPR004364","Aminoacyl-tRNA synthetase, class II (D/K/N)"
"316","IPR036921","PurM-like, N-terminal domain superfamily"
"316","IPR001030","Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain"
"314","IPR008949","Isoprenoid synthase domain superfamily"
"314","IPR008920","Transcription regulator FadR/GntR, C-terminal"
"314","IPR006121","Heavy metal-associated domain, HMA"
"314","IPR005135","Endonuclease/exonuclease/phosphatase"
"313","IPR012336","Thioredoxin-like fold"
"310","IPR022761","Fumarate lyase, N-terminal"
"310","IPR019887","Transcription regulator AsnC/Lrp, ligand binding domain"
"309","IPR029033","Histidine phosphatase superfamily"
"309","IPR024072","Dihydrofolate reductase-like domain superfamily"
"309","IPR002205","DNA topoisomerase, type IIA, subunit A/C-terminal"
"309","IPR001915","Peptidase M48"
"308","IPR041700","Outer membrane protein beta-barrel domain 3"
"308","IPR036950","Penicillin binding protein transglycosylase domain"
"308","IPR006094","FAD linked oxidase, N-terminal"
"308","IPR001264","Glycosyl transferase, family 51"
"307","IPR011604","Exonuclease, phage-type/RecB, C-terminal"
"306","IPR013216","Methyltransferase type 11"
"305","IPR001734","Sodium/solute symporter"
"304","IPR013766","Thioredoxin domain"
"302","IPR000119","Histone-like DNA-binding protein"
"301","IPR001845","HTH ArsR-type DNA-binding domain"
"300","IPR020683","Ankyrin repeat-containing domain"
"300","IPR000485","AsnC-type HTH domain"
"298","IPR024083","Fumarase/histidase, N-terminal"
"298","IPR002125","Cytidine and deoxycytidylate deaminase domain"
"297","IPR041657","Helix-turn-helix domain, group 17"
"297","IPR001155","NADH:flavin oxidoreductase/NADH oxidase, N-terminal"
"296","IPR037682","TonB, C-terminal"
"296","IPR006685","Mechanosensitive ion channel MscS"
"296","IPR002528","Multi antimicrobial extrusion protein"
"295","IPR001478","PDZ domain"
"294","IPR014722","Ribosomal protein L2, domain 2"
"293","IPR036661","Luciferase-like domain superfamily"
"293","IPR005151","Tail specific protease"
"292","IPR034733","Acetyl-CoA carboxylase"
"292","IPR011711","GntR, C-terminal"
"292","IPR006015","Universal stress protein A family"
"292","IPR001525","C-5 cytosine methyltransferase"
"291","IPR035959","RutC-like superfamily"
"289","IPR036457","PPM-type phosphatase domain superfamily"
"289","IPR000891","Pyruvate carboxyltransferase"
"288","IPR000305","GIY-YIG endonuclease"
"287","IPR011234","Fumarylacetoacetase-like, C-terminal"
"287","IPR000194","ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain"
"286","IPR019489","Clp ATPase, C-terminal"
"286","IPR017941","Rieske [2Fe-2S] iron-sulphur domain"
"286","IPR002314","Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)"
"285","IPR029000","Cyclophilin-like domain superfamily"
"285","IPR009051","Alpha-helical ferredoxin"
"284","IPR000424","Primosome PriB/single-strand DNA-binding"
"283","IPR002575","Aminoglycoside phosphotransferase"
"282","IPR036641","HPT domain superfamily"
"282","IPR019861","Type IX secretion system membrane protein, PorP/SprF family"
"282","IPR011110","Two component regulator propeller"
"281","IPR036928","Amidase signature (AS) superfamily"
"281","IPR032508","Protein FecR, C-terminal"
"281","IPR011547","SLC26A/SulP transporter domain"
"281","IPR001123","Amino acid exporter protein, LeuE-type"
"280","IPR014031","Beta-ketoacyl synthase, C-terminal"
"279","IPR029479","Nitroreductase"
"279","IPR013096","Cupin 2, conserved barrel"
"279","IPR002912","ACT domain"
"278","IPR036968","Enolpyruvate transferase domain superfamily"
"278","IPR020058","Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain"
"278","IPR000330","SNF2-related, N-terminal domain"
"277","IPR036157","dUTPase-like superfamily"
"277","IPR033248","Transketolase, C-terminal domain"
"274","IPR015867","Nitrogen regulatory protein PII/ATP phosphoribosyltransferase, C-terminal"
"274","IPR002035","von Willebrand factor, type A"
"273","IPR042095","Sulfatase-modifying factor enzyme superfamily"
"273","IPR035093","Toxin-antitoxin system, RelE/ParE toxin domain superfamily"
"273","IPR002898","MotA/TolQ/ExbB proton channel"
"273","IPR002293","Amino acid/polyamine transporter I"
"273","IPR000994","Peptidase M24"
"271","IPR036852","Peptidase S8/S53 domain superfamily"
"270","IPR013078","Histidine phosphatase superfamily, clade-1"
"269","IPR001623","DnaJ domain"
"268","IPR036962","Glycoside hydrolase, family 3, N-terminal domain superfamily"
"268","IPR003400","Biopolymer transport protein ExbD/TolR"
"268","IPR001091","Restriction/modification DNA-methylase"
"267","IPR034660","DinB/YfiT-like putative metalloenzymes"
"266","IPR004161","Translation elongation factor EFTu-like, domain 2"
"266","IPR000713","Mur ligase, N-terminal catalytic domain"
"265","IPR012348","Ribonucleotide reductase-like"
"265","IPR001986","Enolpyruvate transferase domain"
"264","IPR013759","DNA topoisomerase, type IIA, subunit B, C-terminal"
"264","IPR001107","Band 7 domain"
"263","IPR036458","Sodium:dicarboxylate symporter superfamily"
"263","IPR002641","Patatin-like phospholipase domain"
"261","IPR014777","Tetrapyrrole methylase, subdomain 1"
"261","IPR008333","Flavoprotein pyridine nucleotide cytochrome reductase-like, FAD-binding domain"
"260","IPR015931","Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha, subdomain 1/3"
"260","IPR011766","Thiamine pyrophosphate enzyme, C-terminal TPP-binding"
"260","IPR005801","ADC synthase"
"259","IPR029017","Enolase-like, N-terminal"
"259","IPR011765","Peptidase M16, N-terminal"
"259","IPR002376","Formyl transferase, N-terminal"
"259","IPR001991","Sodium:dicarboxylate symporter"
"257","IPR041698","Methyltransferase domain 25"
"257","IPR023631","Amidase signature domain"
"257","IPR019546","Twin-arginine translocation pathway, signal sequence, bacterial/archaeal"
"257","IPR012677","Nucleotide-binding alpha-beta plait domain superfamily"
"256","IPR009045","Hedgehog signalling/DD-peptidase zinc-binding domain superfamily"
"256","IPR006260","TonB/TolA, C-terminal"
"256","IPR000878","Tetrapyrrole methylase"
"254","IPR013758","DNA topoisomerase, type IIA, subunit A/ C-terminal, alpha-beta"
"254","IPR002545","CheW-like domain"
"253","IPR010918","PurM-like, C-terminal domain"
"253","IPR005025","NADPH-dependent FMN reductase-like"
"253","IPR001608","Alanine racemase, N-terminal"
"252","IPR016156","FAD/NAD-linked reductase, dimerisation domain superfamily"
"252","IPR006059","Bacterial extracellular solute-binding protein"
"251","IPR036513","STAS domain superfamily"
"250","IPR038488","Integrase, DNA-binding domain superfamily"
"250","IPR037401","SnoaL-like domain"
"250","IPR002372","Pyrrolo-quinoline quinone repeat"
"250","IPR001126","UmuC domain"
"249","IPR000537","UbiA prenyltransferase family"
"247","IPR027469","Cation efflux transmembrane domain superfamily"
"247","IPR011049","Serralysin-like metalloprotease, C-terminal"
"246","IPR036621","Anticodon-binding domain superfamily"
"246","IPR013108","Amidohydrolase 3"
"246","IPR008207","Signal transduction histidine kinase, phosphotransfer (Hpt) domain"
"245","IPR025948","HTH-like domain"
"245","IPR013830","SGNH hydrolase-type esterase domain"
"245","IPR001412","Aminoacyl-tRNA synthetase, class I, conserved site"
"244","IPR013525","ABC-2 type transporter"
"243","IPR036895","Uracil-DNA glycosylase-like domain superfamily"
"243","IPR006139","D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain"
"242","IPR011708","Bacterial DNA polymerase III, alpha subunit, NTPase domain"
"242","IPR006176","3-hydroxyacyl-CoA dehydrogenase, NAD binding"
"242","IPR002549","Transmembrane protein TqsA-like"
"241","IPR007484","Peptidase M28"
"240","IPR035994","Nucleoside phosphorylase superfamily"
"240","IPR027266","GTP-binding protein TrmE/Glycine cleavage system T protein, domain 1"
"240","IPR002524","Cation efflux protein"
"240","IPR001764","Glycoside hydrolase, family 3, N-terminal"
"239","IPR013497","DNA topoisomerase, type IA, central"
"238","IPR036425","MoaB/Mog-like domain superfamily"
"238","IPR014776","Tetrapyrrole methylase, subdomain 2"
"238","IPR013155","Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding"
"238","IPR003714","PhoH-like protein"
"238","IPR001017","Dehydrogenase, E1 component"
"237","IPR016102","Succinyl-CoA synthetase-like"
"237","IPR005532","Sulfatase-modifying factor enzyme"
"236","IPR025166","Integrase, DNA-binding domain"
"236","IPR011251","Luciferase-like domain"
"235","IPR007630","RNA polymerase sigma-70 region 4"
"234","IPR006175","YjgF/YER057c/UK114 family"
"234","IPR000640","Elongation factor EFG, domain V-like"
"233","IPR011712","Signal transduction histidine kinase, subgroup 3, dimerisation and phosphoacceptor domain"
"233","IPR002059","Cold-shock protein, DNA-binding"
"233","IPR000209","Peptidase S8/S53 domain"
"233","IPR000184","Bacterial surface antigen (D15)"
"232","IPR036761","Lipid/polyisoprenoid-binding, YceI-like superfamily"
"232","IPR029001","Inosine triphosphate pyrophosphatase-like"
"232","IPR025202","Phospholipase D-like domain"
"231","IPR013824","DNA topoisomerase, type IA, central region, subdomain 1"
"231","IPR000581","Dihydroxy-acid/6-phosphogluconate dehydratase"
"230","IPR029054","dUTPase-like"
"230","IPR009008","Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain"
"230","IPR005625","PepSY-associated TM protein"
"230","IPR004154","Anticodon-binding"
"229","IPR025668","Transposase DDE domain"
"229","IPR000594","THIF-type NAD/FAD binding fold"
"229","IPR000477","Reverse transcriptase domain"
"228","IPR005471","Transcription regulator IclR, N-terminal"
"228","IPR002509","NodB homology domain"
"228","IPR000055","Restriction endonuclease, type I, HsdS"
"227","IPR029032","AhpD-like"
"227","IPR011344","Single-stranded DNA-binding protein"
"227","IPR001444","Flagellar basal body rod protein, N-terminal"
"226","IPR027434","Homing endonuclease"
"226","IPR000362","Fumarate lyase family"
"224","IPR036926","Thymidylate synthase/dCMP hydroxymethylase superfamily"
"224","IPR036597","Fido-like domain superfamily"
"224","IPR032808","DoxX family"
"224","IPR032781","ABC-transporter extension domain"
"224","IPR002305","Aminoacyl-tRNA synthetase, class Ic"
"222","IPR004099","Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain"
"222","IPR002155","Thiolase"
"221","IPR020845","AMP-binding, conserved site"
"221","IPR015928","Aconitase/3-isopropylmalate dehydratase, swivel"
"221","IPR005495","Permease LptG/LptF-related"
"221","IPR002130","Cyclophilin-type peptidyl-prolyl cis-trans isomerase domain"
"220","IPR038729","Rad50/SbcC-type AAA domain"
"220","IPR038071","UROD/MetE-like superfamily"
"220","IPR036953","Transcription elongation factor GreA/GreB, C-terminal domain superfamily"
"220","IPR024084","Isopropylmalate dehydrogenase-like domain"
"220","IPR012292","Globin/Protoglobin"
"220","IPR010095","Transposase IS605, OrfB, C-terminal"
"220","IPR006108","3-hydroxyacyl-CoA dehydrogenase, C-terminal"
"220","IPR004046","Glutathione S-transferase, C-terminal"
"220","IPR001437","Transcription elongation factor, GreA/GreB, C-terminal"
"220","IPR001270","ClpA/B family"
"219","IPR038726","PD-(D/E)XK endonuclease-like domain, AddAB-type"
"219","IPR037294","ABC transporter, BtuC-like"
"219","IPR023451","Thymidylate synthase/dCMP hydroxymethylase domain"
"219","IPR002656","Acyltransferase 3"
"218","IPR025665","Outer membrane protein beta-barrel domain 2"
"218","IPR013538","Activator of Hsp90 ATPase homologue 1-like"
"218","IPR008331","Ferritin/DPS protein domain"
"218","IPR006047","Glycosyl hydrolase, family 13, catalytic domain"
"218","IPR001182","Probable peptidoglycan glycosyltransferase FtsW/RodA"
"218","IPR000843","LacI-type HTH domain"
"217","IPR036515","Transposase IS200-like superfamily"
"217","IPR002645","STAS domain"
"216","IPR001078","2-oxoacid dehydrogenase acyltransferase, catalytic domain"
"215","IPR014757","Transcription regulator IclR, C-terminal"
"215","IPR008146","Glutamine synthetase, catalytic domain"
"215","IPR007372","Lipid/polyisoprenoid-binding, YceI-like"
"215","IPR004013","PHP domain"
"214","IPR029020","Ammonium/urea transporter"
"213","IPR036380","Isochorismatase-like superfamily"
"213","IPR017932","Glutamine amidotransferase type 2 domain"
"213","IPR003718","OsmC/Ohr family"
"213","IPR002611","IstB-like ATP-binding protein"
